,Text,label,predicted
6009,I liked the new atm and easy to use. Aesthectically pleasing.,normal,normal
6010,I don't usually have problems with atm issues.,normal,normal
6011,Withdrawal,normal,normal
6012,New card,normal,normal
6013,"we just have one office bank for any need, now we have 4 ATM at the location which is good.!!! but I think we need more than 1 branch. at least 3. thanks.. other than that I am a very happy customer. Thanks,",normal,add location
6014,It was faster,normal,normal
6015,Everything worked well and the line was short.,normal,normal
6016,More locations,add location,add location
6017,Offer smaller denominations. $10.00 bills would be great,multi-denomination,multi-denomination
6018,It seems to take longer at the ATM than it does when you do it with a Teller.,normal,make process faster
6019,I encountered no problem.,normal,normal
6020,"I had a good experience, but my card is not able to open the ATM space on Whitney near Bradley St now (for months) and that is closer to where I live and it is a pain to have to walk further.  Not sure why my card no longer opens the door there.",normal,normal
6021,Informed from the start what wait time would be and very friendly staff.,normal,normal
6022,Drive thru vehicle clearance was very tight. Very narrow between ATM machine and building pillars.,drive-up height/layout,drive-up height/layout
6023,Easy and fast transaction no hassle at all,normal,normal
6024,Lower the atm.  It’s to talk if you are in a car.,drive-up height/layout,drive-up height/layout
6025,"With flu season coming, would love if the atm's were cleaner, otherwise fine!",safety/cleanliness,safety/cleanliness
6026,Everything processed correctly,normal,normal
6027,"ease of access, and only BofA in the area after the bank in dallas was removed",normal,normal
6028,Make it easier to understand,user interface,user interface
6029,Fast and easy,normal,normal
6030,Machines are in good working order unlike other locations,normal,normal
6031,Quick and simple to make payment. Thank you,normal,normal
6032,ease at window,normal,normal
6033,No issues.,normal,normal
6034,No inglish,normal,normal
6035,Fast and easy,normal,normal
6036,Quick and seamless!,normal,normal
6037,"Happy with the service, could always be better.",normal,normal
6038,I deposited check and the amount was not clearly read by the machine. I was not aware that I can correct the amount. I suddenly push the enter button with wrong amount.,improve deposit process,improve deposit process
6039,Its narrow my truck barely gets through,drive-up height/layout,drive-up height/layout
6040,Normal ATM experience.  No issues.,normal,normal
6041,Easy and convenient,normal,normal
6042,"It's an ATM all of them are the same, u put in your card put in ur pin number it gives you money, WHAT A STUPID SURVEY, UNBELIEVABLE",normal,normal
6043,The ATM READ MY CHECKS FOR DEPOSIT IN RECORD TIME!!!! Excellent improvement over the older atms.,normal,normal
6044,Better equipment. More modern. Faster.,normal,normal
6045,is fast convinient and efficient,normal,normal
6046,Quick. Convenient.,normal,normal
6047,Put atm inside the building,add location,add location
6048,Easy to use,normal,normal
6049,"Have ATM machine next to each other not together. Some clients do all their baking at the ATM and if the person that is in front can make the waiting take more than 15 minutes. See your branch in Homestead located at:  850 N Homestead Blvd # 1, Homestead, FL ######...",normal,add location
6050,"It was quick and easy, thanks to the new ATM that was put in at Harvey's.",normal,normal
6051,"I did not have any problems, everything worked out great.",normal,normal
6052,Sometime the touch screen buttons don't react that well,improve touchscreen,normal
6053,Stop having to reinstall card and pin for every transaction,chaining,chaining
6054,Ease and speed of making deposit.,normal,normal
6055,Easy for me,normal,normal
6056,simply how user friendly the process is.,normal,normal
6057,There was no traffic tie up at the ATM. I do wonder why there is a car parked in the lane for the drive up window which no longer functions.,normal,normal
6058,The ATM is fast and gives you the option of denominations of bills to dispense,normal,normal
6059,I doubt you can do anything. I am an amputee and I drive a sedan. I cannot reach the touch pad without pulling to the right and getting out of the car.,drive-up height/layout,drive-up height/layout
6060,PIN number and easy to use.,normal,normal
6061,the assistance and patience your representailed gave me with my problem.,normal,normal
6062,Raise the buttons; they are too low to push and you have to bend over to do so; put a trash can outside for people to put stuff (now its filthy near the atm); the screen is often unresponsive; multiple checks are often returned and have to be processed separately; the sunlight often interferes with seeing the screen; other issues,drive-up height/layout,drive-up height/layout
6063,The new ATM that was installed only works for SUVs.  The regular size car windows are too short making a transaction very difficult unless I exit the safety of my vehicle,drive-up height/layout,drive-up height/layout
6064,"Ok I don’t really care about the atm servers,it work well,but the real all star of that bank for me is mr lee,he got me out or help me well explaining profectly,me lee is my men to go to about boa.",normal,normal
6065,It is very convenient!,normal,normal
6066,Quick and easy transaction as always.,normal,normal
6067,"New. Buttons very responsive,  multiple choices on denomination's., easy to read and use.",normal,normal
6068,very good service,normal,normal
6069,it's quick and easy,normal,normal
6070,Drove up no line.  Put card in with pin. Told machine how I wanted my cash.  In and out less than two minutes,normal,normal
6071,All went well,normal,normal
6072,It was a seamless transaction,normal,normal
6073,It was great but I wanted the receipt by email AND paper. That option is no longer available.,normal,normal
6074,I have a great support from Oliver and Jorge.,normal,normal
6075,"The ATM's used to be much more user friendly, when it wasn't necessary to re-insert the ATM card for every inquiry. I used to be able to insert one time and conduct inquiry's into all my accounts. Please return to that format.   Some ATM's sound are so loud that they are annoying!!!!",chaining,chaining
6076,Used atm machine not s long line when visiting this  location.,normal,normal
6077,Because it's easy to use,normal,normal
6078,After hours convenience in exactly the location that I require. Access to internal ATMs felt secure.,normal,normal
6079,"Clean, well lit, machine worked",normal,normal
6080,As usual fast secure service,normal,normal
6081,Love the new ATM’s. So easy to use and fast,normal,normal
6082,Did not encounter any problems.,normal,normal
